DMSimp_monojet_NLO_Axial_GQ0p25_GDM1p0_MY1-1000p0_MXd-1p0,Hadronizer_TuneCP5_13TeV_aMCatNLO_FXFX_5f_1j_max2j_LHE_pythia8_cff.py,16000,8,root://eoscms.cern.ch//store/group/phys_exotica/MCandInterpretations/LHEfiles/DMSimp_monojet_NLO_Axial_GQ0p25_GDM1p0_MY1-1000p0_MXd-1p0.lhe
DMSimp_monojet_NLO_Axial_GQ0p25_GDM1p0_MY1-100p0_MXd-1p0,Hadronizer_TuneCP5_13TeV_aMCatNLO_FXFX_5f_1j_max2j_LHE_pythia8_cff.py,16000,8,root://eoscms.cern.ch//store/group/phys_exotica/MCandInterpretations/LHEfiles/DMSimp_monojet_NLO_Axial_GQ0p25_GDM1p0_MY1-100p0_MXd-1p0.lhe
